"","X","AdID","AdText","Clicks","Impressions","Age","CreationDate","Location","Interests","AdSpend","AdSpendCurrency","CreationDateInteger","BinAge","BinAdSpend","BinClicks","BinImpressions"
"2985",2984,2453,"HANDS OFF THE MIDDLE EAST!",303,2242,41.5,2017-05-19,"Living In: United States","unavailable",332.82,"RUB",51917,"mid","mid","mid","mid"
"2986",2985,2467,"Wow! What a great surprise for young black ballerinas from south side of Chicago! We mean it's the greatest surprise ever possible! Misty Copeland is more than ballerina! She symbolizes black excellence in dancing and ballet. Her example is inspiring. Misty's success tells all the black kids that we can achieve the greatness in occupations where our people have been absent for centuries! Misty teaches us that there is nothing impossible for black person if we work and study hard! Thank you, Misty! Thank you, Steve Harvey! This video is touching. Misty Copeland's BIG surprise!ll STEVE HARVEY",549,5493,41.5,2017-05-04,"Living In: United States","black",399.99,"RUB",50417,"mid","mid","mid","mid"
"2987",2986,2471,"It's really sad she have died too soon. Just like LeBron James, Serena Williams. Simone Biles and many other African American athletes Florence Griffith Joyner expanded horizons of human capabilities! #blackexcellence #blackperfection #blackbeauty #blackbusiness #africanamerican #blackcommunity #melanin #blackpride #blackout #america #usa #blackscience #education #diversity #florencejoyner #sports #sport #runner #athlete",177,1158,41.5,2017-05-04,"Living In: United States","black",99.99,"RUB",50417,"mid","low","mid","mid"
"2988",2987,2551,"Just must watch: Students at the University Of Notre Dame walk out of their graduation as Mike Pence takes the stage to speak. That's totally awesome! Students at the University Of Notre Dame walk out of their gra...",3484,30477,41.5,2017-05-25,"Living In: United States","hispanic",275.58,"RUB",52517,"mid","mid","high","high"
"2989",2988,2556,"Keep Calm and Viva Mexico! ???",5661,43393,41.5,2017-05-19,"Living In: United States","hispanic",200,"RUB",51917,"mid","mid","high","high"
"2990",2989,2573,"Patron Tequila — the great Mexican heritage",1322,12516,41.5,2017-05-19,"Living In: United States","hispanic",200,"RUB",51917,"mid","mid","high","high"
"2991",2990,2577,"Our ancient blood makes us awesome!",5884,47770,41.5,2017-05-10,"Living In: United States","hispanic",500,"RUB",51017,"mid","high","high","high"
"2992",2991,2581,"Those who call us illegal never taught history",4902,40461,41.5,2017-05-18,"Living In: United States","hispanic",300,"RUB",51817,"mid","mid","high","high"
"2993",2992,2584,"Orale",436,3572,41.5,2017-05-10,"Living In: United States","hispanic",208.57,"RUB",51017,"mid","mid","mid","mid"
"2994",2993,2589,"We are unstoppable!",1903,12504,41.5,2017-05-02,"Living In: United States","hispanic",60,"RUB",50217,"mid","low","high","high"
"2995",2994,2591,"Think twice before doing something and don't mess with the karma!",4317,37633,41.5,2017-05-10,"Living In: United States","hispanic",500,"RUB",51017,"mid","high","high","high"
"2996",2995,2607,"Have you ever felt this way?",45,229,41.5,2017-05-03,"Living In: United States","hispanic",6.03,"RUB",50317,"mid","low","low","low"
"2997",2996,2609,"Gorgeous print from cartoonist Lalo Alcaraz",2323,19376,41.5,2017-05-19,"Living In: United States","hispanic",200,"RUB",51917,"mid","mid","high","high"
"2998",2997,2614,"The best shot from the cult film iQue Viva Mexico! (1931)",870,7467,41.5,2017-05-17,"Living In: United States","hispanic",300,"RUB",51717,"mid","mid","high","mid"
"2999",2998,2615,"Don't forget who has lived on this earth since ancient times, and who just came and took it away",2911,19025,41.5,2017-05-16,"Living In: United States","hispanic",200,"RUB",51617,"mid","mid","high","high"
"3000",2999,2617,"Mexicans know how to conquer the heart of any woman",1070,8402,41.5,2017-05-16,"Living In: United States","hispanic",300,"RUB",51617,"mid","mid","high","mid"
"3001",3000,2618,"Everyone must learn this",1058,6954,41.5,2017-05-16,"Living In: United States","hispanic",200,"RUB",51617,"mid","mid","high","mid"
"3002",3001,2619,"Despite the fact that thousands of years have passed, we still remember who  we are",3218,24407,41.5,2017-05-18,"Living In: United States","hispanic",300,"RUB",51817,"mid","mid","high","high"
"3003",3002,2625,"Great shot from film La Zandunga (1938) ?",726,5832,41.5,2017-05-19,"Living In: United States","hispanic",200,"RUB",51917,"mid","mid","mid","mid"
"3004",3003,2633,"Remember of your heritage. Art: Jesus Helguera",2934,19729,41.5,2017-05-16,"Living In: United States","hispanic",200,"RUB",51617,"mid","mid","high","high"
"3005",3004,2648,"Mexican women are the perfect mix of princess and warrior.",1883,15233,41.5,2017-05-19,"Living In: United States","hispanic",200,"RUB",51917,"mid","mid","high","high"
"3006",3005,2655,"Like if you do the same",3148,28647,41.5,2017-05-19,"Living In: United States","hispanic",200,"RUB",51917,"mid","mid","high","high"
"3007",3006,2660,"Our history is forever in our blood",6357,42304,41.5,2017-05-16,"Living In: United States","hispanic",200,"RUB",51617,"mid","mid","high","high"
"3008",3007,2664,"Nothing strange. just Mexican chefs in a sushi restaurant in San-Francisco. Source: @jorgeramosnews",461,3400,41.5,2017-05-16,"Living In: United States","hispanic",195.64,"RUB",51617,"mid","mid","mid","mid"
"3009",3008,2667,"Like if you would print that on your shirt",6491,50241,41.5,2017-05-19,"Living In: United States","hispanic",200,"RUB",51917,"mid","mid","high","high"
"3010",3009,2668,"Unusual Mexican Altar found near Cuernavaca, Mexico",1784,14082,41.5,2017-05-19,"Living In: United States","hispanic",200,"RUB",51917,"mid","mid","high","high"
"3011",3010,2669,"Would you buy it for your girlfriend?",1332,12222,41.5,2017-05-18,"Living In: United States","hispanic",300,"RUB",51817,"mid","mid","high","high"
"3012",3011,2671,"Pick one or two",0,0,41.5,2017-05-10,"Living In: United States","hispanic",0,"unavailable",51017,"mid","unavailable","unavailable","unavailable"
"3013",3012,2672,"Haha perfectly said",8484,64700,41.5,2017-05-10,"Living In: United States","hispanic",600,"RUB",51017,"mid","high","high","high"
"3014",3013,2673,"I would!",5897,44817,41.5,2017-05-03,"Living In: United States","hispanic",110,"RUB",50317,"mid","low","high","high"
"3015",3014,2674,"Stand strong and keep fighting for your rights!",7065,46008,41.5,2017-05-01,"Living In: United States","hispanic",300,"RUB",50117,"mid","mid","high","high"
"3016",3015,2823,"But the Europeans will never agree to that!",80,461,41.5,2017-05-24,"Living In: United States","black",20,"RUB",52417,"mid","low","mid","low"
"3017",3016,2824,"And they say ""get over it"". How can we ever?!",894,8425,41.5,2017-05-22,"Living In: United States","black",100,"RUB",52217,"mid","low","high","mid"
"3018",3017,2834,"Well, there was a reason. The kid was Black! Spread it! People have to know what's heppning, because media won't write about it.",303,4027,41.5,2017-05-04,"Living In: United States","black",60,"RUB",50417,"mid","low","mid","mid"
"3019",3018,2836,"We have more in common than you may think. American politicians came to our country, made fortune destroying it, leaving families, lives and cities destroyed. This is how they do it when they need money. Syria grief is our grief too because we know what it's like to be in their place. Let's pray for people in Syria! Amen.",1909,18265,41.5,2017-05-19,"Living In: United States","black",400,"RUB",51917,"mid","mid","high","high"
"3020",3019,2839,"The war is horrible! The government is spending our money to kill innocent kids in the foreign country, but to do that they're cutting the budget and closing the schools! It's bad for everyone, so why do they do it?        What do you think about #Syria war?",1076,14925,41.5,2017-05-15,"Living In: United States","black",431,"RUB",51517,"mid","mid","high","high"
"3021",3020,2841,"This is what happens when a white man wants to make money from your country. This should remind us all - never trust a white American man!",777,8509,41.5,2017-05-23,"Living In: United States","black",383.5,"RUB",52317,"mid","mid","mid","high"
"3022",3021,2842,"This is what happens when a white man wants to make money from your country. This should remind us all - never trust a white American man!",649,5555,41.5,2017-05-26,"Living In: United States","black",215.91,"RUB",52617,"mid","mid","mid","mid"
"3023",3022,2843,"In a recent interview, Barack Obama said that not bombing Syria ""required the most political courage"". He said that sending troops to Syria was a very difficult decision, but not bombing Syria was even harder to make. Obama was hated for not taking actions, but it's better for being hated for not killing innocent people that for starting a useless war. Though it was tough, Obama did a great job keeping away from the war that would take millions from the US budget and get innocent people killed. Unfortunately, the recent government didn't think twice, before they started bombing Syria. They will cut the support of Black families in the US to kill innocent kids in Syria. How did we come to this?!",1919,21444,41.5,2017-05-16,"Living In: United States","black",900,"RUB",51617,"mid","high","high","high"
